strata_no,crop,land_type,time,N2Oflux,NOflux,N2flux,CH4,NIT,ANNPPT
20,idle,switchgrass75,2060,0.148368,0.136718,0.006358,0.215621,7.397126,134.24881
20,idle,switchgrass75,2061,0.136059,0.145892,0.0,0.199593,7.873973,153.590607
20,idle,switchgrass75,2062,0.122242,0.127451,0.0,0.225691,6.951375,118.904243
20,idle,switchgrass75,2063,0.131717,0.132927,0.003329,0.213061,6.813864,143.852585
20,idle,switchgrass75,2064,0.097846,0.130816,0.0,0.257494,5.648967,105.318329
20,idle,switchgrass75,2065,0.115227,0.161334,0.0,0.267746,6.937195,79.196388
20,idle,switchgrass75,2066,0.130985,0.015971,0.0,0.225696,7.674708,133.942474
20,idle,switchgrass75,2067,0.130485,0.007458,0.0,0.215438,7.834013,136.611191
20,idle,switchgrass75,2068,0.151663,0.135056,0.013158,0.197452,7.473562,155.116974
98,idle,switchgrass75,1975,0.067309,0.057592,0.01084,0.206211,0.929961,159.884155
98,idle,switchgrass75,1976,0.010272,0.028276,0.0,0.235186,0.458455,128.949387
98,idle,switchgrass75,1977,0.013456,0.034944,0.0,0.233905,0.559022,119.986107
98,idle,switchgrass75,1978,0.016621,0.03735,0.0,0.20487,0.747637,142.497223
98,idle,switchgrass75,1979,0.015691,0.037366,0.0,0.198639,0.669245,174.832291
98,idle,switchgrass75,1980,0.026964,0.035592,0.005128,0.208208,0.657156,122.815819
98,idle,switchgrass75,1981,0.019937,0.044642,0.001065,0.218039,0.830909,108.801857
98,idle,switchgrass75,1982,0.016112,0.042415,0.0,0.254571,0.697736,115.675079
98,idle,switchgrass75,1983,0.014109,0.038791,0.0,0.263024,0.603863,106.205811
98,idle,switchgrass75,1984,0.021606,0.045005,0.00158,0.2263,0.759269,122.534172
98,idle,switchgrass75,1985,0.025917,0.060283,0.0,0.191914,1.109228,140.316391
98,idle,switchgrass75,1986,0.014691,0.040678,0.0,0.259674,0.618881,120.695038
98,idle,switchgrass75,1987,0.027391,0.062907,0.0,0.215033,1.174245,145.286819
98,idle,switchgrass75,1988,0.029438,0.057755,0.003013,0.190887,1.115974,145.041885
98,idle,switchgrass75,1989,0.024154,0.057851,0.0,0.217543,1.051775,120.798668
98,idle,switchgrass75,1990,0.028288,0.064908,1e-05,0.190442,1.215862,144.009781
98,idle,switchgrass75,1991,0.025224,0.051419,0.003003,0.246433,0.802,136.368851
98,idle,switchgrass75,1992,0.028532,0.065585,0.000228,0.199668,1.157531,136.845154
98,idle,switchgrass75,1993,0.029185,0.074971,0.0,0.200095,1.257057,146.944916
98,idle,switchgrass75,1994,0.027177,0.066698,0.0,0.242642,1.189843,118.347794
98,idle,switchgrass75,1995,0.02743,0.06644,0.0,0.223212,1.194798,132.832169
98,idle,switchgrass75,1996,0.037722,0.055044,0.015247,0.281012,0.717533,95.144043
98,idle,switchgrass75,1997,0.041401,0.071531,0.003577,0.224513,1.256531,144.485352
98,idle,switchgrass75,1998,0.037542,0.077372,0.000773,0.204668,1.545283,132.979263
98,idle,switchgrass75,1999,0.0346,0.08327,0.0,0.203906,1.515426,149.814865
98,idle,switchgrass75,2000,0.032372,0.075103,0.0,0.216953,1.433717,114.463593
98,idle,switchgrass75,2001,0.039941,0.07612,0.002393,0.214742,1.389729,144.735397
98,idle,switchgrass75,2002,0.025069,0.062308,0.002153,0.254606,0.970314,111.987862
98,idle,switchgrass75,2003,0.026315,0.014658,0.0,0.283983,1.207064,79.892105
98,idle,switchgrass75,2004,0.035194,0.012553,0.0,0.222464,1.482648,138.918991
98,idle,switchgrass75,2005,0.033858,0.005694,0.0,0.212482,1.505992,137.121002
98,idle,switchgrass75,2006,0.042954,0.079161,0.005547,0.199891,1.478674,159.884155
98,idle,switchgrass75,2007,0.028424,0.078538,0.0,0.238077,1.243305,128.949387
98,idle,switchgrass75,2008,0.031839,0.076342,0.000609,0.245081,1.251392,119.986107
98,idle,switchgrass75,2009,0.039792,0.090864,0.0,0.20662,1.754928,142.497223
98,idle,switchgrass75,2010,0.041721,0.094425,0.002557,0.1978,1.755218,174.832291
98,idle,switchgrass75,2011,0.047761,0.078882,0.006427,0.210767,1.453152,122.815819
98,idle,switchgrass75,2012,0.040329,0.091349,0.00144,0.22042,1.703759,108.801857
98,idle,switchgrass75,2013,0.032271,0.085232,0.0,0.256572,1.427779,115.675079
98,idle,switchgrass75,2014,0.027126,0.074391,0.0,0.263468,1.205266,106.205811
98,idle,switchgrass75,2015,0.036556,0.076652,0.001946,0.227674,1.384627,122.534172
98,idle,switchgrass75,2016,0.047424,0.108535,0.000721,0.191616,2.157743,140.316391
98,idle,switchgrass75,2017,0.028739,0.079505,0.000152,0.259417,1.308642,120.695038
98,idle,switchgrass75,2018,0.070772,0.126984,0.0,0.161446,3.46345,145.286819
98,idle,switchgrass75,2019,0.101188,0.11609,0.012363,0.169609,4.782127,145.041885
98,idle,switchgrass75,2020,0.086463,0.106645,0.0,0.202091,4.570394,120.798668
98,idle,switchgrass75,2021,0.116264,0.139498,2.5e-05,0.172876,6.156371,144.009781
98,idle,switchgrass75,2022,0.090154,0.104941,0.003522,0.222471,4.244686,136.368851
98,idle,switchgrass75,2023,0.110777,0.142032,0.000809,0.183801,5.712051,136.845154
98,idle,switchgrass75,2024,0.112956,0.145079,0.0,0.177372,6.109572,146.944916
98,idle,switchgrass75,2025,0.096967,0.117171,0.0,0.225231,5.163477,118.347794
98,idle,switchgrass75,2026,0.097829,0.111851,0.0,0.21019,5.112331,132.832169
98,idle,switchgrass75,2027,0.119633,0.109656,0.03946,0.248827,3.854796,95.144043
98,idle,switchgrass75,2028,0.133753,0.150703,0.008803,0.200384,6.310807,144.485352
98,idle,switchgrass75,2029,0.122278,0.141515,0.001886,0.196121,6.383023,132.979263
98,idle,switchgrass75,2030,0.119293,0.14394,0.0,0.181067,6.381714,149.814865
98,idle,switchgrass75,2031,0.101224,0.120151,0.0,0.213086,5.297318,114.463593
98,idle,switchgrass75,2032,0.118237,0.125625,0.005412,0.189769,5.286982,144.735397
98,idle,switchgrass75,2033,0.089002,0.107095,0.004815,0.228343,4.407666,111.987862
98,idle,switchgrass75,2034,0.100757,0.019086,0.0,0.252016,5.879187,79.892105
98,idle,switchgrass75,2035,0.116165,0.018217,0.0,0.198591,6.275189,138.918991
98,idle,switchgrass75,2036,0.115579,0.008234,0.0,0.191661,6.5856,137.121002
98,idle,switchgrass75,2037,0.132484,0.137243,0.012114,0.175184,6.175297,159.884155
98,idle,switchgrass75,2038,0.090847,0.119415,0.0,0.207583,4.866772,128.949387
98,idle,switchgrass75,2039,0.094644,0.124617,0.000682,0.221119,4.984043,119.986107
98,idle,switchgrass75,2040,0.117215,0.128954,0.001676,0.190654,6.126954,142.497223
98,idle,switchgrass75,2041,0.11965,0.134491,0.010223,0.178638,5.638601,174.832291
98,idle,switchgrass75,2042,0.123233,0.116936,0.010376,0.189917,5.66796,122.815819
98,idle,switchgrass75,2043,0.115637,0.14245,0.001182,0.205828,6.092842,108.801857
98,idle,switchgrass75,2044,0.102105,0.145002,7e-06,0.228575,5.720095,115.675079
98,idle,switchgrass75,2045,0.084714,0.109091,0.003726,0.232805,4.352703,106.205811
98,idle,switchgrass75,2046,0.119119,0.152299,0.003786,0.205179,6.370731,122.534172
98,idle,switchgrass75,2047,0.12766,0.150723,0.005596,0.17651,6.612153,140.316391
98,idle,switchgrass75,2048,0.082431,0.09932,0.001539,0.230441,4.435854,120.695038
98,idle,switchgrass75,2049,0.125016,0.147619,0.0,0.186767,6.812796,145.286819
98,idle,switchgrass75,2050,0.123726,0.129703,0.014247,0.181587,5.655511,145.041885
98,idle,switchgrass75,2051,0.09836,0.12065,0.0,0.202608,5.379706,120.798668
98,idle,switchgrass75,2052,0.121816,0.146079,2.5e-05,0.17284,6.509252,144.009781
98,idle,switchgrass75,2053,0.091105,0.106115,0.003134,0.222576,4.322987,136.368851
98,idle,switchgrass75,2054,0.110086,0.140905,0.000777,0.183842,5.684088,136.845154
98,idle,switchgrass75,2055,0.111269,0.142463,0.0,0.177398,6.031664,146.944916
98,idle,switchgrass75,2056,0.095064,0.114695,0.0,0.225249,5.063651,118.347794
98,idle,switchgrass75,2057,0.096021,0.109521,0.0,0.2102,5.026665,132.832169
98,idle,switchgrass75,2058,0.116668,0.108166,0.036825,0.248834,3.806002,95.144043
98,idle,switchgrass75,2059,0.131036,0.147898,0.008116,0.200388,6.203383,144.485352
98,idle,switchgrass75,2060,0.119749,0.138552,0.001689,0.196124,6.254994,132.979263
98,idle,switchgrass75,2061,0.116775,0.140598,0.0,0.18107,6.250575,149.814865
98,idle,switchgrass75,2062,0.099402,0.11786,0.0,0.213088,5.202546,114.463593
98,idle,switchgrass75,2063,0.115567,0.122913,0.004967,0.189771,5.178508,144.735397
98,idle,switchgrass75,2064,0.087534,0.105365,0.004547,0.228344,4.342273,111.987862
98,idle,switchgrass75,2065,0.099768,0.018937,0.0,0.252017,5.819959,79.892105
98,idle,switchgrass75,2066,0.114158,0.018135,0.0,0.198591,6.169195,138.918991
98,idle,switchgrass75,2067,0.113746,0.008143,0.0,0.191662,6.483435,137.121002
98,idle,switchgrass75,2068,0.129809,0.134431,0.011355,0.175185,6.05925,159.884155
21,idle,switchgrass75,1975,0.070077,0.048191,0.010765,0.212473,1.263361,155.116974
21,idle,switchgrass75,1976,0.012728,0.026859,0.0,0.240227,0.667195,127.419052
21,idle,switchgrass75,1977,0.01896,0.028376,0.004477,0.238564,0.744461,118.088028
21,idle,switchgrass75,1978,0.020475,0.035903,0.0,0.207276,1.06134,144.686295
21,idle,switchgrass75,1979,0.01884,0.034561,0.0,0.205666,0.935571,173.853271
21,idle,switchgrass75,1980,0.029276,0.03485,0.003842,0.217826,0.955706,120.961914
21,idle,switchgrass75,1981,0.023394,0.043163,0.000969,0.228507,1.130453,107.153473
21,idle,switchgrass75,1982,0.021572,0.043881,0.0,0.252368,1.086487,120.415733
21,idle,switchgrass75,1983,0.017707,0.037367,0.0,0.25839,0.889519,105.983932
21,idle,switchgrass75,1984,0.025366,0.042194,0.002039,0.227518,1.09364,129.975586
21,idle,switchgrass75,1985,0.029981,0.056339,0.0,0.21082,1.480551,139.572556
21,idle,switchgrass75,1986,0.019112,0.041616,0.0,0.254798,0.932754,122.449692
21,idle,switchgrass75,1987,0.033989,0.061639,0.0,0.215126,1.691157,149.393951
21,idle,switchgrass75,1988,0.035986,0.05713,0.003196,0.197189,1.592158,148.35675
21,idle,switchgrass75,1989,0.031052,0.0585,0.0,0.217777,1.555651,125.047943
21,idle,switchgrass75,1990,0.033812,0.061486,4.6e-05,0.205967,1.663122,141.96521
21,idle,switchgrass75,1991,0.031363,0.052186,0.002998,0.244978,1.205734,137.576752
21,idle,switchgrass75,1992,0.035982,0.065456,0.000965,0.207657,1.666266,138.745132
21,idle,switchgrass75,1993,0.03439,0.069579,0.0,0.213568,1.702192,146.166794
21,idle,switchgrass75,1994,0.033504,0.066563,0.0,0.249252,1.68525,111.499336
21,idle,switchgrass75,1995,0.038936,0.068606,0.004273,0.222939,1.7658,133.419678
21,idle,switchgrass75,1996,0.024782,0.047585,0.004716,0.278316,0.951447,101.660469
21,idle,switchgrass75,1997,0.049488,0.069826,0.004391,0.225673,1.833813,143.422775
21,idle,switchgrass75,1998,0.057428,0.077092,0.005975,0.213505,2.149428,134.24881
21,idle,switchgrass75,1999,0.042446,0.080411,0.0,0.209716,2.13108,153.590607
21,idle,switchgrass75,2000,0.041984,0.077294,0.0,0.217612,2.155366,118.904243
21,idle,switchgrass75,2001,0.045873,0.076099,0.001752,0.223591,1.977484,143.852585
21,idle,switchgrass75,2002,0.026126,0.064018,0.0,0.265054,1.273946,105.318329
21,idle,switchgrass75,2003,0.029634,0.06503,0.0,0.287168,1.506138,79.196388
21,idle,switchgrass75,2004,0.043205,0.009905,0.0,0.234084,2.107037,133.942474
21,idle,switchgrass75,2005,0.044193,0.004795,0.0,0.219853,2.278741,136.611191
21,idle,switchgrass75,2006,0.053204,0.076434,0.006398,0.20848,2.054391,155.116974
21,idle,switchgrass75,2007,0.036416,0.078395,0.0,0.243401,1.798658,127.419052
21,idle,switchgrass75,2008,0.051743,0.068244,0.016196,0.246712,1.758685,118.088028
21,idle,switchgrass75,2009,0.050055,0.089662,0.00032,0.208335,2.525663,144.686295
21,idle,switchgrass75,2010,0.052126,0.090077,0.003413,0.205235,2.476741,173.853271
21,idle,switchgrass75,2011,0.05405,0.079799,0.004376,0.219508,2.13723,120.961914
21,idle,switchgrass75,2012,0.050631,0.091387,0.003652,0.230483,2.317075,107.153473
21,idle,switchgrass75,2013,0.044923,0.092828,5e-05,0.251142,2.288863,120.415733
21,idle,switchgrass75,2014,0.037089,0.079252,0.0,0.25809,1.947358,105.983932
21,idle,switchgrass75,2015,0.045011,0.074364,0.002535,0.228252,1.987163,129.975586
21,idle,switchgrass75,2016,0.055722,0.10543,0.0,0.210208,2.921853,139.572556
21,idle,switchgrass75,2017,0.038301,0.080743,0.001407,0.254575,1.909892,122.449692
21,idle,switchgrass75,2018,0.080276,0.115091,0.0,0.177969,4.265778,149.393951
21,idle,switchgrass75,2019,0.114867,0.111736,0.004466,0.180247,6.318834,148.35675
21,idle,switchgrass75,2020,0.106565,0.105904,0.0,0.213713,6.103256,125.047943
21,idle,switchgrass75,2021,0.133403,0.12713,6.5e-05,0.194961,7.647868,141.96521
21,idle,switchgrass75,2022,0.107443,0.100606,0.003039,0.234127,5.491153,137.576752
21,idle,switchgrass75,2023,0.1306,0.130263,0.002674,0.19958,7.050601,138.745132
21,idle,switchgrass75,2024,0.130655,0.131199,0.0,0.19696,7.587806,146.166794
21,idle,switchgrass75,2025,0.113556,0.113541,0.0,0.247754,6.60235,111.499336
21,idle,switchgrass75,2026,0.146389,0.115984,0.014981,0.214303,7.290214,133.419678
21,idle,switchgrass75,2027,0.117228,0.101248,0.02882,0.260742,4.720462,101.660469
21,idle,switchgrass75,2028,0.150521,0.137301,0.009107,0.216061,7.536017,143.422775
21,idle,switchgrass75,2029,0.148063,0.121982,0.006915,0.212415,7.289132,134.24881
21,idle,switchgrass75,2030,0.136184,0.131711,0.0,0.196355,7.862167,153.590607
21,idle,switchgrass75,2031,0.122656,0.115768,0.0,0.221572,6.953922,118.904243
21,idle,switchgrass75,2032,0.132027,0.11891,0.00356,0.20916,6.787014,143.852585
21,idle,switchgrass75,2033,0.09537,0.114541,0.0,0.253454,5.487719,105.318329
21,idle,switchgrass75,2034,0.112964,0.144248,0.0,0.264885,6.790337,79.196388
21,idle,switchgrass75,2035,0.132145,0.01467,0.0,0.222413,7.749257,133.942474
21,idle,switchgrass75,2036,0.13113,0.006803,0.0,0.211359,7.871677,136.611191
21,idle,switchgrass75,2037,0.154173,0.12341,0.014026,0.193465,7.54423,155.116974
21,idle,switchgrass75,2038,0.109862,0.113128,0.0,0.225127,6.302717,127.419052
21,idle,switchgrass75,2039,0.145982,0.111649,0.017873,0.236182,6.212176,118.088028
21,idle,switchgrass75,2040,0.147433,0.130917,0.002112,0.198355,8.361057,144.686295
21,idle,switchgrass75,2041,0.145744,0.119993,0.011198,0.193359,7.373551,173.853271
21,idle,switchgrass75,2042,0.136429,0.110945,0.00583,0.209721,7.142955,120.961914
21,idle,switchgrass75,2043,0.141189,0.133033,0.007048,0.225622,7.393366,107.153473
21,idle,switchgrass75,2044,0.111008,0.129721,4.7e-05,0.243049,6.44139,120.415733
21,idle,switchgrass75,2045,0.094029,0.096384,0.0,0.244415,5.345909,105.983932
21,idle,switchgrass75,2046,0.139071,0.134958,0.005678,0.214034,7.622832,129.975586
21,idle,switchgrass75,2047,0.1377,0.134,0.002498,0.202195,7.770626,139.572556
21,idle,switchgrass75,2048,0.104897,0.10271,0.002448,0.240312,5.992151,122.449692
21,idle,switchgrass75,2049,0.149036,0.142628,0.0,0.199568,8.736067,149.393951
21,idle,switchgrass75,2050,0.137978,0.123497,0.004151,0.189091,7.471557,148.35675
21,idle,switchgrass75,2051,0.121442,0.119843,0.0,0.214113,7.1139,125.047943
21,idle,switchgrass75,2052,0.141239,0.134532,6.5e-05,0.1951,8.149648,141.96521
21,idle,switchgrass75,2053,0.109953,0.103316,0.002829,0.234205,5.669659,137.576752
21,idle,switchgrass75,2054,0.132515,0.13211,0.002578,0.199616,7.171837,138.745132
21,idle,switchgrass75,2055,0.132097,0.132488,0.0,0.196982,7.698373,146.166794
21,idle,switchgrass75,2056,0.114303,0.114277,0.0,0.247771,6.657903,111.499336
21,idle,switchgrass75,2057,0.146429,0.1165,0.014035,0.214312,7.338871,133.419678
21,idle,switchgrass75,2058,0.11663,0.101803,0.027025,0.260749,4.756596,101.660469
21,idle,switchgrass75,2059,0.150479,0.137748,0.008474,0.216065,7.573001,143.422775
21,idle,switchgrass75,2060,0.147523,0.12212,0.006431,0.212417,7.310619,134.24881
21,idle,switchgrass75,2061,0.136315,0.131796,0.0,0.196356,7.878405,153.590607
21,idle,switchgrass75,2062,0.122678,0.115777,0.0,0.221573,6.96245,118.904243
21,idle,switchgrass75,2063,0.131718,0.118824,0.003377,0.209161,6.7924,143.852585
21,idle,switchgrass75,2064,0.095412,0.114472,0.0,0.253454,5.495172,105.318329
21,idle,switchgrass75,2065,0.113087,0.144369,0.0,0.264885,6.801413,79.196388
21,idle,switchgrass75,2066,0.132025,0.014707,0.0,0.222413,7.749563,133.942474
21,idle,switchgrass75,2067,0.130971,0.006809,0.0,0.211359,7.868503,136.611191
21,idle,switchgrass75,2068,0.153399,0.123053,0.013363,0.193465,7.532303,155.116974
99,idle,switchgrass75,1975,0.067309,0.057592,0.01084,0.206211,0.929961,159.884155
99,idle,switchgrass75,1976,0.010272,0.028276,0.0,0.235186,0.458455,128.949387
99,idle,switchgrass75,1977,0.013456,0.034944,0.0,0.233905,0.559022,119.986107
99,idle,switchgrass75,1978,0.016621,0.03735,0.0,0.20487,0.747637,142.497223
99,idle,switchgrass75,1979,0.015691,0.037366,0.0,0.198639,0.669245,174.832291
99,idle,switchgrass75,1980,0.026964,0.035592,0.005128,0.208208,0.657156,122.815819
99,idle,switchgrass75,1981,0.019937,0.044642,0.001065,0.218039,0.830909,108.801857
99,idle,switchgrass75,1982,0.016112,0.042415,0.0,0.254571,0.697736,115.675079
99,idle,switchgrass75,1983,0.014109,0.038791,0.0,0.263024,0.603863,106.205811
99,idle,switchgrass75,1984,0.021606,0.045005,0.00158,0.2263,0.759269,122.534172
99,idle,switchgrass75,1985,0.025917,0.060283,0.0,0.191914,1.109228,140.316391
99,idle,switchgrass75,1986,0.014691,0.040678,0.0,0.259674,0.618881,120.695038
99,idle,switchgrass75,1987,0.027391,0.062907,0.0,0.215033,1.174245,145.286819
99,idle,switchgrass75,1988,0.029438,0.057755,0.003013,0.190887,1.115974,145.041885
99,idle,switchgrass75,1989,0.024154,0.057851,0.0,0.217543,1.051775,120.798668
99,idle,switchgrass75,1990,0.028288,0.064908,1e-05,0.190442,1.215862,144.009781
99,idle,switchgrass75,1991,0.025224,0.051419,0.003003,0.246433,0.802,136.368851
99,idle,switchgrass75,1992,0.028532,0.065585,0.000228,0.199668,1.157531,136.845154
99,idle,switchgrass75,1993,0.029185,0.074971,0.0,0.200095,1.257057,146.944916
99,idle,switchgrass75,1994,0.027177,0.066698,0.0,0.242642,1.189843,118.347794
99,idle,switchgrass75,1995,0.02743,0.06644,0.0,0.223212,1.194798,132.832169
99,idle,switchgrass75,1996,0.037722,0.055044,0.015247,0.281012,0.717533,95.144043
99,idle,switchgrass75,1997,0.041401,0.071531,0.003577,0.224513,1.256531,144.485352
99,idle,switchgrass75,1998,0.037542,0.077372,0.000773,0.204668,1.545283,132.979263
99,idle,switchgrass75,1999,0.0346,0.08327,0.0,0.203906,1.515426,149.814865
99,idle,switchgrass75,2000,0.032372,0.075103,0.0,0.216953,1.433717,114.463593
99,idle,switchgrass75,2001,0.039941,0.07612,0.002393,0.214742,1.389729,144.735397
99,idle,switchgrass75,2002,0.025069,0.062308,0.002153,0.254606,0.970314,111.987862
99,idle,switchgrass75,2003,0.026315,0.014658,0.0,0.283983,1.207064,79.892105
99,idle,switchgrass75,2004,0.035194,0.012553,0.0,0.222464,1.482648,138.918991
99,idle,switchgrass75,2005,0.033858,0.005694,0.0,0.212482,1.505992,137.121002
99,idle,switchgrass75,2006,0.042954,0.079161,0.005547,0.199891,1.478674,159.884155
99,idle,switchgrass75,2007,0.028424,0.078538,0.0,0.238077,1.243305,128.949387
99,idle,switchgrass75,2008,0.031839,0.076342,0.000609,0.245081,1.251392,119.986107
99,idle,switchgrass75,2009,0.039792,0.090864,0.0,0.20662,1.754928,142.497223
99,idle,switchgrass75,2010,0.041721,0.094425,0.002557,0.1978,1.755218,174.832291
99,idle,switchgrass75,2011,0.047761,0.078882,0.006427,0.210767,1.453152,122.815819
99,idle,switchgrass75,2012,0.040329,0.091349,0.00144,0.22042,1.703759,108.801857
99,idle,switchgrass75,2013,0.032271,0.085232,0.0,0.256572,1.427779,115.675079
99,idle,switchgrass75,2014,0.027126,0.074391,0.0,0.263468,1.205266,106.205811
99,idle,switchgrass75,2015,0.036556,0.076652,0.001946,0.227674,1.384627,122.534172
99,idle,switchgrass75,2016,0.047424,0.108535,0.000721,0.191616,2.157743,140.316391
99,idle,switchgrass75,2017,0.028739,0.079505,0.000152,0.259417,1.308642,120.695038
99,idle,switchgrass75,2018,0.070772,0.126984,0.0,0.161446,3.46345,145.286819
99,idle,switchgrass75,2019,0.101188,0.11609,0.012363,0.169609,4.782127,145.041885
99,idle,switchgrass75,2020,0.086463,0.106645,0.0,0.202091,4.570394,120.798668
99,idle,switchgrass75,2021,0.116264,0.139498,2.5e-05,0.172876,6.156371,144.009781
99,idle,switchgrass75,2022,0.090154,0.104941,0.003522,0.222471,4.244686,136.368851
99,idle,switchgrass75,2023,0.110777,0.142032,0.000809,0.183801,5.712051,136.845154
99,idle,switchgrass75,2024,0.112956,0.145079,0.0,0.177372,6.109572,146.944916
99,idle,switchgrass75,2025,0.096967,0.117171,0.0,0.225231,5.163477,118.347794
99,idle,switchgrass75,2026,0.097829,0.111851,0.0,0.21019,5.112331,132.832169
99,idle,switchgrass75,2027,0.119633,0.109656,0.03946,0.248827,3.854796,95.144043
99,idle,switchgrass75,2028,0.133753,0.150703,0.008803,0.200384,6.310807,144.485352
99,idle,switchgrass75,2029,0.122278,0.141515,0.001886,0.196121,6.383023,132.979263
99,idle,switchgrass75,2030,0.119293,0.14394,0.0,0.181067,6.381714,149.814865
99,idle,switchgrass75,2031,0.101224,0.120151,0.0,0.213086,5.297318,114.463593
99,idle,switchgrass75,2032,0.118237,0.125625,0.005412,0.189769,5.286982,144.735397
99,idle,switchgrass75,2033,0.089002,0.107095,0.004815,0.228343,4.407666,111.987862
99,idle,switchgrass75,2034,0.100757,0.019086,0.0,0.252016,5.879187,79.892105
99,idle,switchgrass75,2035,0.116165,0.018217,0.0,0.198591,6.275189,138.918991
99,idle,switchgrass75,2036,0.115579,0.008234,0.0,0.191661,6.5856,137.121002
99,idle,switchgrass75,2037,0.132484,0.137243,0.012114,0.175184,6.175297,159.884155
99,idle,switchgrass75,2038,0.090847,0.119415,0.0,0.207583,4.866772,128.949387
99,idle,switchgrass75,2039,0.094644,0.124617,0.000682,0.221119,4.984043,119.986107
99,idle,switchgrass75,2040,0.117215,0.128954,0.001676,0.190654,6.126954,142.497223
99,idle,switchgrass75,2041,0.11965,0.134491,0.010223,0.178638,5.638601,174.832291
99,idle,switchgrass75,2042,0.123233,0.116936,0.010376,0.189917,5.66796,122.815819
99,idle,switchgrass75,2043,0.115637,0.14245,0.001182,0.205828,6.092842,108.801857
99,idle,switchgrass75,2044,0.102105,0.145002,7e-06,0.228575,5.720095,115.675079
99,idle,switchgrass75,2045,0.084714,0.109091,0.003726,0.232805,4.352703,106.205811
99,idle,switchgrass75,2046,0.119119,0.152299,0.003786,0.205179,6.370731,122.534172
99,idle,switchgrass75,2047,0.12766,0.150723,0.005596,0.17651,6.612153,140.316391
99,idle,switchgrass75,2048,0.082431,0.09932,0.001539,0.230441,4.435854,120.695038
99,idle,switchgrass75,2049,0.125016,0.147619,0.0,0.186767,6.812796,145.286819
99,idle,switchgrass75,2050,0.123726,0.129703,0.014247,0.181587,5.655511,145.041885
99,idle,switchgrass75,2051,0.09836,0.12065,0.0,0.202608,5.379706,120.798668
99,idle,switchgrass75,2052,0.121816,0.146079,2.5e-05,0.17284,6.509252,144.009781
99,idle,switchgrass75,2053,0.091105,0.106115,0.003134,0.222576,4.322987,136.368851
99,idle,switchgrass75,2054,0.110086,0.140905,0.000777,0.183842,5.684088,136.845154
99,idle,switchgrass75,2055,0.111269,0.142463,0.0,0.177398,6.031664,146.944916
99,idle,switchgrass75,2056,0.095064,0.114695,0.0,0.225249,5.063651,118.347794
99,idle,switchgrass75,2057,0.096021,0.109521,0.0,0.2102,5.026665,132.832169
99,idle,switchgrass75,2058,0.116668,0.108166,0.036825,0.248834,3.806002,95.144043
99,idle,switchgrass75,2059,0.131036,0.147898,0.008116,0.200388,6.203383,144.485352
99,idle,switchgrass75,2060,0.119749,0.138552,0.001689,0.196124,6.254994,132.979263
99,idle,switchgrass75,2061,0.116775,0.140598,0.0,0.18107,6.250575,149.814865
99,idle,switchgrass75,2062,0.099402,0.11786,0.0,0.213088,5.202546,114.463593
99,idle,switchgrass75,2063,0.115567,0.122913,0.004967,0.189771,5.178508,144.735397
99,idle,switchgrass75,2064,0.087534,0.105365,0.004547,0.228344,4.342273,111.987862
99,idle,switchgrass75,2065,0.099768,0.018937,0.0,0.252017,5.819959,79.892105
99,idle,switchgrass75,2066,0.114158,0.018135,0.0,0.198591,6.169195,138.918991
99,idle,switchgrass75,2067,0.113746,0.008143,0.0,0.191662,6.483435,137.121002
99,idle,switchgrass75,2068,0.129809,0.134431,0.011355,0.175185,6.05925,159.884155
22,idle,switchgrass75,1975,0.068215,0.052169,0.011149,0.195733,1.01264,155.116974
22,idle,switchgrass75,1976,0.012483,0.03207,0.0,0.220839,0.591805,127.419052
22,idle,switchgrass75,1977,0.016583,0.032769,0.002932,0.221099,0.641302,118.088028
22,idle,switchgrass75,1978,0.019184,0.040725,0.0,0.183821,0.922936,144.686295
22,idle,switchgrass75,1979,0.01709,0.03809,0.0,0.183527,0.783144,173.853271
22,idle,switchgrass75,1980,0.027853,0.038204,0.004494,0.196448,0.792511,120.961914
22,idle,switchgrass75,1981,0.020772,0.046111,0.001113,0.212456,0.919569,107.153473
22,idle,switchgrass75,1982,0.019007,0.047268,0.0,0.236297,0.882377,120.415733
22,idle,switchgrass75,1983,0.015945,0.040796,0.0,0.246573,0.74211,105.983932
22,idle,switchgrass75,1984,0.022377,0.04662,0.001051,0.210741,0.912932,129.975586
22,idle,switchgrass75,1985,0.027536,0.062901,0.0,0.188456,1.269349,139.572556
22,idle,switchgrass75,1986,0.01739,0.046373,0.0,0.244964,0.794341,122.449692
22,idle,switchgrass75,1987,0.031401,0.0682,0.0,0.193605,1.466414,149.393951
22,idle,switchgrass75,1988,0.03316,0.063895,0.002636,0.169621,1.407781,148.35675
22,idle,switchgrass75,1989,0.027386,0.06201,0.0,0.197452,1.290002,125.047943
22,idle,switchgrass75,1990,0.031077,0.068083,2.7e-05,0.180952,1.439419,141.96521
22,idle,switchgrass75,1991,0.028903,0.056337,0.003317,0.228558,1.020753,137.576752
22,idle,switchgrass75,1992,0.032878,0.071749,0.000706,0.184197,1.433891,138.745132
22,idle,switchgrass75,1993,0.030956,0.075493,0.0,0.189571,1.43266,146.166794
22,idle,switchgrass75,1994,0.028671,0.068869,0.0,0.236127,1.345639,111.499336
22,idle,switchgrass75,1995,0.034674,0.074109,0.003198,0.201783,1.511487,133.419678
